==================================================
EXECUTABLE UNALTERED RAW AUDIT REPORT (ATTEMPT 03)
PROTOCOL: FROZEN v1.4 (Commit: 52f914d5ffe90d37fd6ff43d1db4c366fa19406245619a5b6d06e653383736d3)
TARGET SCOPE: REAL BLOCKCHAIN BLOCKS 1 TO 10000
==================================================

HEIGHT: 1 | HASH: 00000000839a8e6886ab5951d76f411475428afc90947ee320161bbf18eb6048 | V_OBS: 00000001 | RESULT: CONFORMING
HEIGHT: 1857 | HASH: 000000002e8a99125d3e24c2e32a2cca3f327b201600d0b364cec9b891ae57f4 | V_OBS: 00000741 | RESULT: CONFORMING
HEIGHT: 1858 | HASH: 000000009f8269b2cddae9c68d793cf241984ba4e185285e4c4612152fa86265 | V_OBS: 00000742 | RESULT: CONFORMING
HEIGHT: 1859 | HASH: 00000000a6dbfe4e47fbe3585d8b18b4bc9e0c60eb9665575740683f82b768f2 | V_OBS: 00000743 | RESULT: CONFORMING
HEIGHT: 1860 | HASH: 000000004ce13088daf20fefd308b7c3fd791a0632e3a5e350253b1486a7e725 | V_OBS: 00000744 | RESULT: CONFORMING
HEIGHT: 1861 | HASH: 00000000eeabb09bbf229913c402b3d57df0b6d8c057e29110f83fdb5e1b9f78 | V_OBS: 00000745 | RESULT: CONFORMING
HEIGHT: 1862 | HASH: 00000000f6a188c786a1f6910056235e6750e9d2ec116f9c5b34fdca8facc752 | V_OBS: 00000746 | RESULT: CONFORMING
HEIGHT: 1863 | HASH: 00000000b0ab1059bbeb3e1db8fdb2944f24639f891799b3a2371d0e6ebd8c24 | V_OBS: 00000747 | RESULT: CONFORMING
HEIGHT: 1864 | HASH: 00000000d249069a9dfa1978d24c57d7b0028a600fe5ce9940b6a07c75ba72d6 | V_OBS: 00000748 | RESULT: CONFORMING
HEIGHT: 1865 | HASH: 000000005875297fa5cb449ea0e8fc28122ea49d2d5f2abc87831ad68746a6d3 | V_OBS: 00000749 | RESULT: CONFORMING
HEIGHT: 1866 | HASH: 00000000eec221a39027996ebf3251e95782b9749c62eb5efa89002b7c77cccc | V_OBS: 0000074a | RESULT: CONFORMING
HEIGHT: 1867 | HASH: 00000000aeb8e047649dd08e0f7a2011c57776be37407dcc6ef87f110190773b | V_OBS: 0000074b | RESULT: CONFORMING
HEIGHT: 1868 | HASH: 0000000041a276d96146cb74319e52cfb91ac0c7eb8df1cb088d6dbdce217461 | V_OBS: 0000074c | RESULT: CONFORMING
HEIGHT: 1869 | HASH: 0000000000c005780944b6f54ca23e3901f078209658a24fb08b0b9b7b9c7d1e | V_OBS: 0000074d | RESULT: CONFORMING
HEIGHT: 1870 | HASH: 000000007f9ffc8087a57bbab85a6de4a70cc2f8f51210a479ec3708fb338581 | V_OBS: 0000074e | RESULT: CONFORMING
HEIGHT: 1871 | HASH: 000000004ad32a8c74091c9bb462a25a1ef99d13a84f70e9981c9466ea8f72da | V_OBS: 0000074f | RESULT: CONFORMING
HEIGHT: 1872 | HASH: 00000000c7e6d298ff39086a83e14041065e74c1548eba7d84ab15e72940cc87 | V_OBS: 00000750 | RESULT: CONFORMING
HEIGHT: 1873 | HASH: 0000000035302b8176ced01d10ec692709eba68f154aba420cf0ebcc3ce9fd51 | V_OBS: 00000751 | RESULT: CONFORMING
HEIGHT: 1874 | HASH: 000000003b209c95ad83ffc30767d2b823e7dbb6881641d9e72d2b7dcb971f6a | V_OBS: 00000752 | RESULT: CONFORMING
HEIGHT: 1875 | HASH: 00000000356ce58019fcc7da41d837d5f1a9246f459cf068b0685fb2189fd51c | V_OBS: 00000753 | RESULT: CONFORMING
HEIGHT: 1876 | HASH: 00000000b512d10bdf25c88da3f0c8d2451741c85c36fc600df649ba1d152e5b | V_OBS: 00000754 | RESULT: CONFORMING
HEIGHT: 1877 | HASH: 00000000ba2f8c08973bae6a87bc4bcba8cd40520b122e090414485c896f5476 | V_OBS: 00000755 | RESULT: CONFORMING
HEIGHT: 1878 | HASH: 00000000b06eb7845121bd903ab5cf875066a8c019ad9d793e22063a4d51354c | V_OBS: 00000756 | RESULT: CONFORMING
HEIGHT: 1879 | HASH: 00000000b7bdf274295ac3cfda32fe56310d5930363008fd46eb797a6bb9221f | V_OBS: 00000757 | RESULT: CONFORMING
HEIGHT: 1880 | HASH: 000000005f168a7cb057804e15da2c5475090c1fd9c0d9e3bbe43d7b2417e44d | V_OBS: 00000758 | RESULT: CONFORMING
HEIGHT: 1881 | HASH: 000000003d3d98af8cab40d71e8dd704a93eb7f46bf331937ff33586ec8b5de9 | V_OBS: 00000759 | RESULT: CONFORMING
HEIGHT: 1882 | HASH: 0000000065172aacc966fed8ca20ba65123049f341a52916a4d5e94871e341e1 | V_OBS: 0000075a | RESULT: CONFORMING
HEIGHT: 1883 | HASH: 00000000d6a5c3638d9b1dede69911f1b9f48d40012c7f788ea5b5edf79e2121 | V_OBS: 0000075b | RESULT: CONFORMING
HEIGHT: 1884 | HASH: 000000000fb1a050f88ca1989ea0c64f4366ae2509a0672cd12a66acdb1740c8 | V_OBS: 0000075c | RESULT: CONFORMING
HEIGHT: 1885 | HASH: 0000000089aef627eccbc583f0511a78b39690029b7577a33d8c47ace5db9cf2 | V_OBS: 0000075d | RESULT: CONFORMING
HEIGHT: 1886 | HASH: 000000006aa9f4ce4a16ac14a20b06bd40f2c317811212525bf5a348b8b6e90c | V_OBS: 0000075e | RESULT: CONFORMING
HEIGHT: 1887 | HASH: 000000006232303dbe4ce4f0fc328ceb8e936f0ef123142ec913959f333c1edb | V_OBS: 0000075f | RESULT: CONFORMING
HEIGHT: 1888 | HASH: 000000007209e8e8bbe476cb8a60ff00708c871730a3a89b4c586ce5c05666fc | V_OBS: 00000760 | RESULT: CONFORMING
HEIGHT: 1889 | HASH: 00000000f9cd6512878fc6ad65b5cc66b129df2a3de4d04b71049c3e27f33604 | V_OBS: 00000761 | RESULT: CONFORMING
HEIGHT: 1890 | HASH: 00000000dc7e3df3229b88b7fdcdebfbef30de66d199c99ea8e9b969a3eb9c0b | V_OBS: 00000762 | RESULT: CONFORMING
HEIGHT: 1891 | HASH: 00000000d2f6831865d0b13e942f884479870ba6c766121a535876c0f73f8be4 | V_OBS: 00000763 | RESULT: CONFORMING
HEIGHT: 1892 | HASH: 00000000623111773a945c3c062e541b769466ec7d73f9a4169f493f4cfaa7f3 | V_OBS: 00000764 | RESULT: CONFORMING
HEIGHT: 1893 | HASH: 00000000eff6d649fa9c2cd08a77eaa8d8528df71b690ed13feed19d29095d52 | V_OBS: 00000765 | RESULT: CONFORMING
HEIGHT: 1894 | HASH: 000000003ce343089b96d09ffb2c4ae6a9b4f54fa8aa2409336acb404fbf9b98 | V_OBS: 00000766 | RESULT: CONFORMING
HEIGHT: 1895 | HASH: 000000004d56657ac5e0b296dd861bf517d380400651755edc4a183c51aeae56 | V_OBS: 00000767 | RESULT: CONFORMING
HEIGHT: 1896 | HASH: 0000000073b57e94acfc119f410737fad616bfc5dcbcda5490bbeed67bb08d32 | V_OBS: 00000768 | RESULT: CONFORMING
HEIGHT: 1897 | HASH: 00000000993f3e073a1d72436275ab4bdc1303e81bd6c3fef1eb2b229b9edcae | V_OBS: 00000769 | RESULT: CONFORMING
HEIGHT: 1898 | HASH: 00000000b1e236ddd24d233175bb001a12f508b044133ecd7b84cfa8085baa05 | V_OBS: 0000076a | RESULT: CONFORMING
HEIGHT: 1899 | HASH: 00000000f76bca1f3832a4fb5cb1f00af5d5133c7c28188d4381f44339faca7f | V_OBS: 0000076b | RESULT: CONFORMING
HEIGHT: 1900 | HASH: 000000007967094beaa44ecbcc7590a1a2165dd0667273eddc45c218f717846e | V_OBS: 0000076c | RESULT: CONFORMING
HEIGHT: 1901 | HASH: 00000000cdfc9977a7a0152b1fe65fba94be8a602ca0e95a9fbf84493672a8e1 | V_OBS: 0000076d | RESULT: CONFORMING
HEIGHT: 1902 | HASH: 0000000046b557b72d7f72c888c3c34993d317b2ded661699be2578936d8be02 | V_OBS: 0000076e | RESULT: CONFORMING
HEIGHT: 1903 | HASH: 00000000d270b96edcc0b0c2f0d0fc02d7482cc88491907713369bab0fbc2c2e | V_OBS: 0000076f | RESULT: CONFORMING
HEIGHT: 1904 | HASH: 00000000742380c9ed461d2f208383a2dfb69044f7854e2db7d5553e3765834d | V_OBS: 00000770 | RESULT: CONFORMING
HEIGHT: 1905 | HASH: 0000000065afb41f7cd8cdaebb75a5b8db3334379b46a680616dadc97d5251c9 | V_OBS: 00000771 | RESULT: CONFORMING
HEIGHT: 1906 | HASH: 0000000014ac2e08c332899382125b0e88829f0407263e50bb8c10be59117117 | V_OBS: 00000772 | RESULT: CONFORMING
HEIGHT: 1907 | HASH: 00000000f3208a72ac6f7a478eaeca5828ab1081c0dffbae8e6b6f079f2e7078 | V_OBS: 00000773 | RESULT: CONFORMING
HEIGHT: 1908 | HASH: 00000000dd825e31613b6d535df784db280becf307758d0f5f105b46e19d3e7f | V_OBS: 00000774 | RESULT: CONFORMING
HEIGHT: 1909 | HASH: 00000000229dbd9ee1fac32bf0aa9252bda1000bf0a55933f082e07184f28cd0 | V_OBS: 00000775 | RESULT: CONFORMING
HEIGHT: 1910 | HASH: 000000000bea437862c2ecce1854682752b9324f71df755c89beb963f61dc807 | V_OBS: 00000776 | RESULT: CONFORMING
HEIGHT: 1911 | HASH: 000000004720540384c623b4307b11922da1247de43702bfdfc4d7d173fbfe5b | V_OBS: 00000777 | RESULT: CONFORMING
HEIGHT: 1912 | HASH: 000000005efda981bf568df24c4a300368d1d366b10a10ddce0a819b93dac569 | V_OBS: 00000778 | RESULT: CONFORMING
HEIGHT: 1913 | HASH: 00000000692fd9bb08c333aa87344958c34a9edef9c4a269a1756a6b062af3c9 | V_OBS: 00000779 | RESULT: CONFORMING
HEIGHT: 1914 | HASH: 00000000ae44d2357a5ec1dad5bf85f1dc5dbd5e406963ac972d54d8fc5316b6 | V_OBS: 0000077a | RESULT: CONFORMING
HEIGHT: 1915 | HASH: 000000008d492d82ace4de38386dfb802ace184a6e097d24a9abaa8bc879ff88 | V_OBS: 0000077b | RESULT: CONFORMING
HEIGHT: 1916 | HASH: 000000006b55481d72fc6db15a75132bc795441ddef4979a908db4f311189256 | V_OBS: 0000077c | RESULT: CONFORMING
HEIGHT: 1917 | HASH: 00000000819359135651ab4bdcc8bcd7e9eb51ae4f49ab9d743aaac4c3084102 | V_OBS: 0000077d | RESULT: CONFORMING
HEIGHT: 1918 | HASH: 0000000017be3d8c37011dbc57a4f9cac49b8468b0924ff6c09ee22613fa982c | V_OBS: 0000077e | RESULT: CONFORMING
HEIGHT: 1919 | HASH: 00000000494c9be4f813411eb35eb43ba76668e83575a798f6b0b747afa6210e | V_OBS: 0000077f | RESULT: CONFORMING
HEIGHT: 1920 | HASH: 00000000f0ff9db6e75bbb09746ca5880193a942ad6f7fd705bcefb0cfe5a11e | V_OBS: 00000780 | RESULT: NON-CONFORMING
HEIGHT: 1921 | HASH: 00000000ca8a792ca59d6bb9cbaaeda642fd588c149cab4fc5eb10ecf59f25c4 | V_OBS: 00000781 | RESULT: CONFORMING
HEIGHT: 1922 | HASH: 00000000f81c5a10fb47992d705dca2ec2355fb32b7c2f30736dafede01e335e | V_OBS: 00000782 | RESULT: CONFORMING
HEIGHT: 1923 | HASH: 00000000e32b70343a9252615af34422e702ce80276cd9d5b20ad77c15634139 | V_OBS: 00000783 | RESULT: CONFORMING
HEIGHT: 1924 | HASH: 000000001988958008bb29f23c98c32e45b85e71c362c8a212d606febfe0b1b2 | V_OBS: 00000784 | RESULT: CONFORMING
HEIGHT: 1925 | HASH: 00000000255f1af91570f87914f8de2b29e41e864a848fdafc997f4460e73440 | V_OBS: 00000785 | RESULT: CONFORMING
HEIGHT: 1926 | HASH: 00000000c535f0522d607a1cfe1c0fbf45bb44047e59747810ef09510c1161d7 | V_OBS: 00000786 | RESULT: CONFORMING
HEIGHT: 1927 | HASH: 000000008ebfb2ef1b16c018219762068bfdfbbd7d1b4f7293a8db3eef4f655b | V_OBS: 00000787 | RESULT: CONFORMING
HEIGHT: 1928 | HASH: 00000000ce462c16f38454944bd9db4762823d58084e0561fb01c3515b30ef72 | V_OBS: 00000788 | RESULT: CONFORMING
HEIGHT: 1929 | HASH: 00000000f94ef3caa94acb4adf67f4a54e1000a675f81ce2aef52c01252b43a8 | V_OBS: 00000789 | RESULT: CONFORMING
HEIGHT: 1930 | HASH: 000000003571299144cc32b556647f059f5fea624e5bd3d1e0a7c482270990fa | V_OBS: 0000078a | RESULT: CONFORMING
HEIGHT: 1931 | HASH: 000000006508df839b7d183f1e46bb2e5330ac9581971059a087e430d60c9497 | V_OBS: 0000078b | RESULT: CONFORMING
HEIGHT: 1932 | HASH: 00000000012407c26bd1d789ed5b7e111681f450f74099beb882dd683029b929 | V_OBS: 0000078c | RESULT: CONFORMING
HEIGHT: 1933 | HASH: 00000000e61b91c68a14e104214d70a2a17f485160457339a45cb1dc677ecf2d | V_OBS: 0000078d | RESULT: CONFORMING
HEIGHT: 1934 | HASH: 00000000e824b71c5784234de4def242313259b2e9e3343df295a339247612bc | V_OBS: 0000078e | RESULT: CONFORMING
HEIGHT: 1935 | HASH: 00000000b2df98642f37359607eddb20f91ba90839f020afaa15cc06250d51d7 | V_OBS: 0000078f | RESULT: CONFORMING
HEIGHT: 1936 | HASH: 000000008115769147f949b122f0050924e74fa7011a46ce119c392daf28f3e5 | V_OBS: 00000790 | RESULT: CONFORMING
HEIGHT: 1937 | HASH: 00000000420c68bbc748d594a2f5387fec57fe5e65a65230c83482cae117ac7f | V_OBS: 00000791 | RESULT: CONFORMING
HEIGHT: 1938 | HASH: 0000000088ec02e1a343d10b5e2e2a4efd9d83d6d6467232e0cc634fd9693b62 | V_OBS: 00000792 | RESULT: CONFORMING
HEIGHT: 1939 | HASH: 00000000ab0abaf11c5e77881ad9b5f5700052219911caa31daa4595b695c845 | V_OBS: 00000793 | RESULT: CONFORMING
HEIGHT: 1940 | HASH: 000000000abddc0dff5323982681c435bccb6332a8288d20439780abb4e83c28 | V_OBS: 00000794 | RESULT: CONFORMING
HEIGHT: 1941 | HASH: 0000000089bd3f3e849b1a3a76504fe55b9ab790fddbf06d368b8c20e8b2ec90 | V_OBS: 00000795 | RESULT: CONFORMING
HEIGHT: 1942 | HASH: 00000000c6690163349f071f4a1d1e32c186099f1e697743e87640b9a09993b9 | V_OBS: 00000796 | RESULT: CONFORMING
HEIGHT: 1943 | HASH: 00000000412549098ffebe81efd6c8840b2e4e35f90afcb661ee45e2cc0b5b86 | V_OBS: 00000797 | RESULT: CONFORMING
HEIGHT: 1944 | HASH: 00000000e37e018de901ce23794dccbc35e77f3fee1dede342b84966ab6f9fe0 | V_OBS: 00000798 | RESULT: CONFORMING
HEIGHT: 1945 | HASH: 00000000f0c43568cefd1ea550b3d94f57d2ac640c2dfd3074e6e3940d8c1193 | V_OBS: 00000799 | RESULT: CONFORMING
HEIGHT: 1946 | HASH: 00000000204c521fde1b5817e10f9d60eb95aeca453e78b52851a59992328700 | V_OBS: 0000079a | RESULT: CONFORMING
HEIGHT: 1947 | HASH: 00000000625f91ad026f97371f3dee89e78a4b435d195e78f61b442b260f4f48 | V_OBS: 0000079b | RESULT: CONFORMING
HEIGHT: 1948 | HASH: 00000000b9b6565fcd54616f12c9db4bc6cf6c931c8e98cae781ab628c14867f | V_OBS: 0000079c | RESULT: CONFORMING
HEIGHT: 1949 | HASH: 00000000e305d960db688a1d25a22922237cfdfa0fa62a8e2e2c846d32a739d8 | V_OBS: 0000079d | RESULT: CONFORMING
HEIGHT: 1950 | HASH: 00000000e9b0f8dd74e236c648e7bc44476d5365ec7dd3be3ea8e4bda0f57776 | V_OBS: 0000079e | RESULT: CONFORMING
HEIGHT: 1951 | HASH: 00000000fd967631dfef9f5e5f66150b91cdf32dde8366a3969d1411f3467b9c | V_OBS: 0000079f | RESULT: CONFORMING
HEIGHT: 1952 | HASH: 000000002c64111980b80a3ab4c27255ede7f3d7bb12afbf9dfd0440b7e65f0d | V_OBS: 000007a0 | RESULT: CONFORMING
HEIGHT: 1953 | HASH: 00000000a72b93b8ed0431eee89ba4793fcb861cfcfca37680f4a9c264de8e9b | V_OBS: 000007a1 | RESULT: CONFORMING
HEIGHT: 1954 | HASH: 000000002f869faac772c838f1b9ee32c3ccc8b69202b40b68158ac95a48b305 | V_OBS: 000007a2 | RESULT: CONFORMING
HEIGHT: 1955 | HASH: 0000000018e523c474bb2802cb562601bb7473f8b56283ae20ec5cb47a00e6ca | V_OBS: 000007a3 | RESULT: CONFORMING
HEIGHT: 1956 | HASH: 00000000c00622092854bf169425cfcd9da4be187ce7cc5e5c67a966cec22e67 | V_OBS: 000007a4 | RESULT: CONFORMING
HEIGHT: 1957 | HASH: 000000005884a0b175366cfd74b3191ddeadba8922d3f6ce6ef0c7405fccc602 | V_OBS: 000007a5 | RESULT: CONFORMING
HEIGHT: 1958 | HASH: 00000000bac8a3cf908091db5e7affa2984dcf0fa79a7727244b536f3b8cfea6 | V_OBS: 000007a6 | RESULT: CONFORMING
HEIGHT: 1959 | HASH: 000000003a43de1f23c2f3ba945b9e2a948d3379932b934fed5875ceda2937c7 | V_OBS: 000007a7 | RESULT: CONFORMING
HEIGHT: 1960 | HASH: 00000000f868fae2f0470ccc4186517ee37e00592827d9347e80c4fe35a18023 | V_OBS: 000007a8 | RESULT: CONFORMING
HEIGHT: 1961 | HASH: 00000000c5f05a451e74d8fcb81c19688eec248b1227c45c45ab300a5c99dc82 | V_OBS: 000007a9 | RESULT: CONFORMING
HEIGHT: 1962 | HASH: 000000009b87be8b349d79ddc4c99d3ac035f208528ef4356a07151dc3dcef2f | V_OBS: 000007aa | RESULT: CONFORMING
HEIGHT: 1963 | HASH: 00000000f4ffffee67fbc83f0eb24eaf732730f349889879928908f715b094b2 | V_OBS: 000007ab | RESULT: CONFORMING
HEIGHT: 1964 | HASH: 000000005863aacb534f3cb9fe01f46798f87747339da287922cb2f3db5429f8 | V_OBS: 000007ac | RESULT: CONFORMING
HEIGHT: 1965 | HASH: 000000003dd4e75e569c950301bd2ae8512ae0163404a8691581ce4f02ff4b7d | V_OBS: 000007ad | RESULT: CONFORMING
HEIGHT: 1966 | HASH: 000000004018f83a476dc653fa0280541e9fd98205efa7ddb91a3cb36dbcf5f0 | V_OBS: 000007ae | RESULT: CONFORMING
HEIGHT: 1967 | HASH: 00000000d119205cff95ab3a45b6130d1a08e9a98d8a7ed8d0689eed351d7a96 | V_OBS: 000007af | RESULT: CONFORMING
HEIGHT: 1968 | HASH: 00000000119bf59362ebfe6f252c42b4198d01717c47b10a079c951280c11824 | V_OBS: 000007b0 | RESULT: CONFORMING
HEIGHT: 1969 | HASH: 0000000099ffb2aa1279e6ad32cdce2a419bd7662fee521db8952e8679b88a67 | V_OBS: 000007b1 | RESULT: CONFORMING
HEIGHT: 1970 | HASH: 00000000ef90e2d32bd9490b2dc8ca3594f0e106acbd004ec098e1600e9a1751 | V_OBS: 000007b2 | RESULT: CONFORMING
HEIGHT: 1971 | HASH: 00000000bbd244ca6d0332787f3b627ef1680557f6fcfdeea7de100924a0dddd | V_OBS: 000007b3 | RESULT: CONFORMING
HEIGHT: 1972 | HASH: 000000004370df4f7b3b771030e16ec3d14a1997df067b45cbbcea755f29233d | V_OBS: 000007b4 | RESULT: CONFORMING
HEIGHT: 1973 | HASH: 0000000052058640dd0ee21f99a89a89dd933788e9cac2551e56b47332bc15a9 | V_OBS: 000007b5 | RESULT: CONFORMING
HEIGHT: 1974 | HASH: 00000000f6cc38fd30e9305da1ce7c8e98f2329cf0bed309a2005ccf435888c1 | V_OBS: 000007b6 | RESULT: CONFORMING
HEIGHT: 1975 | HASH: 000000006c9acbc6603d89db60c7e178ead1ed1a7914a282bf27bebd1b80ce16 | V_OBS: 000007b7 | RESULT: CONFORMING
HEIGHT: 1976 | HASH: 000000002cd298ffbe3509c03296951d0612869fba0da1d6a7bd7c7283ae8243 | V_OBS: 000007b8 | RESULT: CONFORMING
HEIGHT: 1977 | HASH: 00000000a0b35cfe87dfb4a796a9bea49cf53d41e4be7feba8f8ba84232de439 | V_OBS: 000007b9 | RESULT: CONFORMING
HEIGHT: 1978 | HASH: 00000000ae2477d9b469aca9cb79ef49e0363432dd36ad6d1c52f175334ef9b8 | V_OBS: 000007ba | RESULT: CONFORMING
HEIGHT: 1979 | HASH: 000000006ddb17c61b6f8352caf0b9e015511ba65841b3ccf587eb28b72c4e6e | V_OBS: 000007bb | RESULT: CONFORMING
HEIGHT: 1980 | HASH: 00000000b6e4b43d7db27303380afad8af04e2eee8a376b924e29f869fe326ed | V_OBS: 000007bc | RESULT: CONFORMING
HEIGHT: 1981 | HASH: 0000000033a2047cea488176038d5ecccad447dd5b8a36348fb6d785a366e61f | V_OBS: 000007bd | RESULT: CONFORMING
HEIGHT: 1982 | HASH: 00000000d9f2215e4ac541d479b1621865e9afbc874a11693660d04c8cf75cc2 | V_OBS: 000007be | RESULT: CONFORMING
HEIGHT: 1983 | HASH: 000000009b20b7426b80e5ce7c3e884f716d7398d0a32cdeecb9890c61df091a | V_OBS: 000007bf | RESULT: CONFORMING
HEIGHT: 1984 | HASH: 00000000c14b3e6df70dfa28bc2c655830e021c78d8bc2b131c8a590a7b42141 | V_OBS: 000007c0 | RESULT: CONFORMING
HEIGHT: 1985 | HASH: 00000000d3c26674eaaeafe19d3d4e332d8ca079cd476688ee4ec957041ace24 | V_OBS: 000007c1 | RESULT: CONFORMING
HEIGHT: 1986 | HASH: 00000000885335f71832894820a14b587879bfd8ebb3984ff9fd5dad39128fe3 | V_OBS: 000007c2 | RESULT: CONFORMING
HEIGHT: 1987 | HASH: 00000000dcf7919da086f0eeb311ee9788145261e96034c357cde4e5e8056368 | V_OBS: 000007c3 | RESULT: CONFORMING
HEIGHT: 1988 | HASH: 00000000ceff6f341f59d7b9eb27561a98339052d065266cb4386a617e1ab0f8 | V_OBS: 000007c4 | RESULT: CONFORMING
HEIGHT: 1989 | HASH: 00000000500f0c5d85c635370dd632aa04794761889790d5b160f304aea09781 | V_OBS: 000007c5 | RESULT: CONFORMING
HEIGHT: 1990 | HASH: 00000000bf24340220e495570465bb91c27fcb3ddef055c1ddd810560824f8b2 | V_OBS: 000007c6 | RESULT: CONFORMING
HEIGHT: 1991 | HASH: 000000002c93a5b2c96a75d7c66b44a3fa0300f74d12971d46544c2a785469c8 | V_OBS: 000007c7 | RESULT: CONFORMING
HEIGHT: 1992 | HASH: 00000000c49d7d9b14bb8ba3d871e506834a462f9ad37aeecf64e94d004c2d0d | V_OBS: 000007c8 | RESULT: CONFORMING
HEIGHT: 1993 | HASH: 000000006042753d222a5aa594ebc7c1af99a5917388339f913a2e8411dabb15 | V_OBS: 000007c9 | RESULT: CONFORMING
HEIGHT: 1994 | HASH: 000000007f5864d58294cbe5da5375d71a81f3429b8c89f1921ffa4685b96b76 | V_OBS: 000007ca | RESULT: CONFORMING
HEIGHT: 1995 | HASH: 0000000021cedda91c96bf1570245a9df3d8a50c85be05933f941d31cc5e1997 | V_OBS: 000007cb | RESULT: CONFORMING
HEIGHT: 1996 | HASH: 00000000e56e03ddcc5ccc0d3fa1446d0a126363c439a05f9df9ddb665da6fec | V_OBS: 000007cc | RESULT: CONFORMING
HEIGHT: 1997 | HASH: 00000000aac07f526880a8589e12633df56724408cfa63f4965ad7ccd6107a37 | V_OBS: 000007cd | RESULT: CONFORMING
HEIGHT: 1998 | HASH: 000000009718e05db1a96539128689d7715be172e47c74f57d73db326a5e2021 | V_OBS: 000007ce | RESULT: CONFORMING
HEIGHT: 1999 | HASH: 0000000020dccd3dcd2c67dbc79e4138ba7a2e5c1f00a0631d78cf946a276f23 | V_OBS: 000007cf | RESULT: CONFORMING
HEIGHT: 2000 | HASH: 00000000a5a6f232194ced37c126bff71443ab61529a36f22768e11e05ccdc06 | V_OBS: 000007d0 | RESULT: CONFORMING
HEIGHT: 2001 | HASH: 00000000a665f0838009ed37956d7e8d7f16c7df0da42e6ddaf159d15ad96101 | V_OBS: 000007d1 | RESULT: CONFORMING
HEIGHT: 2002 | HASH: 00000000e01e6aaeb4dea91cb863f53a7f8bd483401ce01cd6e71442a5b968bc | V_OBS: 000007d2 | RESULT: CONFORMING
HEIGHT: 2003 | HASH: 00000000271f58db3f5ffed367200e6a4e76a954c20ffbd029e2e9e215102cdc | V_OBS: 000007d3 | RESULT: CONFORMING
HEIGHT: 2004 | HASH: 00000000b73371c63c52e51337c2175901e65c11de012fad9a50ad303a5aaa87 | V_OBS: 000007d4 | RESULT: CONFORMING
HEIGHT: 2005 | HASH: 00000000bb51e65ee089831a18445efa530aec2464de2c60dc10332c2416ce9e | V_OBS: 000007d5 | RESULT: CONFORMING
HEIGHT: 2006 | HASH: 00000000a7f2fc76175b802193a94a651ad021e02ea9ed494a5fb88a42efe467 | V_OBS: 000007d6 | RESULT: CONFORMING
HEIGHT: 2007 | HASH: 00000000b0da1e42b6d617e1f23f1fa4b485c3450913737894ff7304b69b227a | V_OBS: 000007d7 | RESULT: CONFORMING
HEIGHT: 2008 | HASH: 00000000923fd0a4b8a2fe39bfa99dd10133b8c553854e59721e2001df0f6120 | V_OBS: 000007d8 | RESULT: CONFORMING
HEIGHT: 2009 | HASH: 00000000f04ffb0e88aed27d5e5f396a1e85f89243857ada327bfb89f00521a8 | V_OBS: 000007d9 | RESULT: CONFORMING
HEIGHT: 2010 | HASH: 0000000042376e791cf314437133b0943c3b7376f32efabcc0ab9984ab827526 | V_OBS: 000007da | RESULT: CONFORMING
HEIGHT: 2011 | HASH: 00000000dd390f1e09e9673ddeb8f4799f83f51dcc589b92475cc4d25dba1805 | V_OBS: 000007db | RESULT: CONFORMING
HEIGHT: 2012 | HASH: 000000006513608c0dcd791d05992dbea264f59d8882c7ed86eb60671f6717ca | V_OBS: 000007dc | RESULT: CONFORMING
HEIGHT: 2013 | HASH: 000000004f33896e3cca6aa9cc5a55db5201703cd166c812afe56d8ec35aa592 | V_OBS: 000007dd | RESULT: CONFORMING
HEIGHT: 2014 | HASH: 00000000e577c36d220a3ca1532baad3bc8d287941b9b115483af1f4caa82748 | V_OBS: 000007de | RESULT: CONFORMING
HEIGHT: 2015 | HASH: 000000000711faa640337a5ee825e05f44a0bc359a2adec11de963139fe356a7 | V_OBS: 000007df | RESULT: CONFORMING
HEIGHT: 2016 | HASH: 00000000d5623a217f11fa4a777f0ad7eb48849a789bac930e46d46aa92318ef | V_OBS: 000007e0 | RESULT: CONFORMING
HEIGHT: 2017 | HASH: 00000000d29e032fac5626d1d452139c69594734521132f08425d4e0dddd6a5c | V_OBS: 000007e1 | RESULT: CONFORMING
HEIGHT: 2018 | HASH: 00000000c4a9cb0e27432bbcda3e91d4012b5c45c6d338b3527d8cbbcd65d804 | V_OBS: 000007e2 | RESULT: CONFORMING
HEIGHT: 2019 | HASH: 00000000311fce8616480f7edf5bdefcb2dbb02364e32db4fddb493f4f0a9e0b | V_OBS: 000007e3 | RESULT: CONFORMING
HEIGHT: 2020 | HASH: 00000000736bfc34f30d69529521fb06cfd41f3c90243e3ce16dd25973983934 | V_OBS: 000007e4 | RESULT: CONFORMING
HEIGHT: 2021 | HASH: 00000000a3bf6e3462c9543cdb5c9cd659da215114552c69ea29b1e3ee05b5ad | V_OBS: 000007e5 | RESULT: CONFORMING
HEIGHT: 2022 | HASH: 0000000003f0af453ba5cb7bf43b4ed11bcdb67aaeee9f6894ca5478dbbab64f | V_OBS: 000007e6 | RESULT: CONFORMING
HEIGHT: 2023 | HASH: 00000000cf57b16e73f4af2fae4491bdd83103dc1ec9238ce0fdf5b3168e872b | V_OBS: 000007e7 | RESULT: CONFORMING
